,file_path,copyright,falsePositive
4655,tensorflow-master/tensorflow/core/transforms/toposort/pass.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4656,tensorflow-master/tensorflow/lite/python/authoring/authoring.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4657,tensorflow-master/tensorflow/core/transforms/graph_to_func/pass.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4658,tensorflow-master/tensorflow/core/transforms/graph_to_func/graph_to_func.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4659,tensorflow-master/tensorflow/core/transforms/graph_to_func/graph_to_func.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4660,tensorflow-master/tensorflow/core/transforms/graph_to_func/pass.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4661,tensorflow-master/tensorflow/lite/python/analyzer_test.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4662,tensorflow-master/tensorflow/core/transforms/pass_registration.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4663,tensorflow-master/tensorflow/lite/python/analyzer_wrapper/model_analyzer.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4664,tensorflow-master/tensorflow/lite/python/analyzer_wrapper/analyzer_wrapper.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4665,tensorflow-master/tensorflow/lite/python/analyzer_wrapper/model_analyzer.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4666,tensorflow-master/tensorflow/lite/python/convert_phase.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4667,tensorflow-master/tensorflow/lite/python/metrics/wrapper/metrics_wrapper.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4668,tensorflow-master/tensorflow/lite/python/metrics/wrapper/metrics_wrapper_pybind11.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4669,tensorflow-master/tensorflow/lite/python/metrics/wrapper/metrics_wrapper.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4670,tensorflow-master/tensorflow/lite/python/metrics/wrapper/metrics_wrapper_nonportable.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4671,tensorflow-master/tensorflow/lite/python/metrics/wrapper/metrics_wrapper_portable.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4672,tensorflow-master/tensorflow/lite/python/metrics/wrapper/metrics_wrapper_test.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4673,tensorflow-master/tensorflow/lite/python/metrics/metrics_interface.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4674,tensorflow-master/tensorflow/lite/python/metrics/metrics_portable.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4675,tensorflow-master/tensorflow/lite/python/metrics/metrics_portable_test.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4676,tensorflow-master/tensorflow/lite/python/metrics/converter_error_data.proto,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4677,tensorflow-master/tensorflow/lite/python/metrics/metrics_nonportable.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4678,tensorflow-master/tensorflow/lite/python/metrics/metrics_nonportable_test.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4679,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler_concurrent_work_queue_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4680,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4681,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4682,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler_util_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4683,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler_util.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4684,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4685,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler_concurrent_work_queue.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4686,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler_concurrent_work_queue.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4687,tensorflow-master/tensorflow/core/tfrt/run_handler_thread_pool/run_handler_util.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4688,tensorflow-master/tensorflow/core/tfrt/utils/error_util_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4689,tensorflow-master/tensorflow/core/tfrt/utils/utils.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4690,tensorflow-master/tensorflow/core/tfrt/utils/error_util.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4691,tensorflow-master/tensorflow/core/tfrt/utils/tensor_util.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4692,tensorflow-master/tensorflow/core/tfrt/utils/tensor_util_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4693,tensorflow-master/tensorflow/core/tfrt/utils/utils_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4694,tensorflow-master/tensorflow/core/tfrt/utils/utils.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4695,tensorflow-master/tensorflow/core/tfrt/utils/tfrt_graph_execution_state.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4696,tensorflow-master/tensorflow/core/tfrt/utils/tensor_util.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4697,tensorflow-master/tensorflow/core/tfrt/utils/tfrt_graph_execution_state.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4698,tensorflow-master/tensorflow/core/tfrt/utils/fallback_tensor.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4699,tensorflow-master/tensorflow/core/tfrt/utils/fallback_tensor.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4700,tensorflow-master/tensorflow/core/tfrt/utils/error_util.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4701,tensorflow-master/tensorflow/core/tfrt/utils/thread_pool.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4702,tensorflow-master/tensorflow/core/tfrt/utils/tfrt_graph_execution_state_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4703,tensorflow-master/tensorflow/core/tfrt/utils/bridge_graph_analysis.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4704,tensorflow-master/tensorflow/core/tfrt/utils/error_type.def,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4705,tensorflow-master/tensorflow/core/tfrt/utils/fallback_tensor_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4706,tensorflow-master/tensorflow/core/tfrt/utils/dtype.def,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4707,tensorflow-master/tensorflow/lite/profiling/memory_usage_monitor.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4708,tensorflow-master/tensorflow/lite/profiling/memory_usage_monitor.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4709,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/kernel_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4710,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/kernel.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4711,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/kernel_runner_utils.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4712,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/kernel.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4713,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/batch_kernel.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4714,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/batch_kernel.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4715,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/kernel_runner_utils.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4716,tensorflow-master/tensorflow/lite/profiling/memory_usage_monitor_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4717,tensorflow-master/tensorflow/core/tfrt/mlrt/kernel/context.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4718,tensorflow-master/tensorflow/core/tfrt/mlrt/attribute/attribute.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4719,tensorflow-master/tensorflow/core/tfrt/mlrt/attribute/attribute.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4720,tensorflow-master/tensorflow/core/tfrt/mlrt/attribute/attribute_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4721,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/execute.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4722,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/value_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4723,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/interpreter_testutil.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4724,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/interpreter_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4725,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/builtin_kernels.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4726,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/async_handle.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4727,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/attribute_span.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4728,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/future_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4729,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/builtin_kernels.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4730,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/context_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4731,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/context.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4732,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/register_span_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4733,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/future.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4734,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/iterator.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4735,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/execute.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4736,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/async_handle.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4737,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/value.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4738,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/context.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4739,tensorflow-master/tensorflow/core/tfrt/mlrt/interpreter/register_span.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4740,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/kernel_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4741,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/executable_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4742,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/function.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4743,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/function_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4744,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/bytecode.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4745,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/executable.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4746,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/kernel.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4747,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/span_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4748,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/span.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4749,tensorflow-master/tensorflow/core/tfrt/mlrt/bytecode/bytecode_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4750,tensorflow-master/tensorflow/core/tfrt/mla/mla_test_utils.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4751,tensorflow-master/tensorflow/core/tfrt/mla/mla_utils.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4752,tensorflow-master/tensorflow/lite/core/subgraph_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4753,tensorflow-master/tensorflow/core/tfrt/runtime/tf_threadpool_concurrent_work_queue.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4754,tensorflow-master/tensorflow/core/tfrt/runtime/tf_threadpool_concurrent_work_queue.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4755,tensorflow-master/tensorflow/core/tfrt/runtime/work_queue_interface.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4756,tensorflow-master/tensorflow/core/tfrt/runtime/runtime.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4757,tensorflow-master/tensorflow/core/tfrt/runtime/tf_threadpool_concurrent_work_queue_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4758,tensorflow-master/tensorflow/core/tfrt/runtime/runtime_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4759,tensorflow-master/tensorflow/core/tfrt/runtime/work_queue_interface_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4760,tensorflow-master/tensorflow/core/tfrt/runtime/work_queue_interface.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4761,tensorflow-master/tensorflow/core/tfrt/runtime/runtime.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4762,tensorflow-master/tensorflow/core/tfrt/common/global_state.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4763,tensorflow-master/tensorflow/core/tfrt/common/global_state.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4764,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model_import_input.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4765,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4766,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/saved_model_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4767,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/saved_model_gpu_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4768,tensorflow-master/tensorflow/lite/core/experimental/acceleration/configuration/c/xnnpack_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4769,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_control_flow_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4770,tensorflow-master/tensorflow/lite/core/experimental/acceleration/configuration/c/nnapi_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4771,tensorflow-master/tensorflow/lite/core/experimental/acceleration/configuration/c/delegate_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4772,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_if_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4773,tensorflow-master/tensorflow/lite/core/experimental/acceleration/configuration/c/gpu_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4774,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_variable_on_tpu.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4775,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_ref_type_tensor_input.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4776,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_pow.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4777,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_sparse_tensor_input.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4778,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_dtype_coverage_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4779,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_pow_v2.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4780,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_while_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4781,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_hash_table_asset_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4782,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_saved_model_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4783,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_resource_gather_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4784,tensorflow-master/tensorflow/lite/core/tools/verifier_internal.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4785,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_saved_model_v2.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4786,tensorflow-master/tensorflow/lite/core/tools/verifier_internal.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4787,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_data.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4788,tensorflow-master/tensorflow/core/tfrt/saved_model/tests/gen_error_v1.py,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4789,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/xnnpack_plugin_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4790,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model_aot_compile.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4791,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/gpu_plugin_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4792,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model_import_input.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4793,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/xnnpack_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4794,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/nnapi_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4795,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model_testutil.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4796,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/nnapi_plugin_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4797,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model_aot_compile.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4798,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/delegate_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4799,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/gpu_plugin.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4800,tensorflow-master/tensorflow/lite/core/acceleration/configuration/c/gpu_plugin.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4801,tensorflow-master/tensorflow/core/tfrt/saved_model/python/saved_model_load_and_run.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4802,tensorflow-master/tensorflow/lite/core/acceleration/configuration/delegate_registry.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4803,tensorflow-master/tensorflow/core/tfrt/saved_model/python/saved_model_load_and_run_wrapper.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4804,tensorflow-master/tensorflow/core/tfrt/saved_model/python/saved_model_load_and_run.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4805,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model_testutil.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4806,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model_mira_impl.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4807,tensorflow-master/tensorflow/core/tfrt/saved_model/saved_model.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4808,tensorflow-master/tensorflow/core/tfrt/stubs/tfrt_native_lowering_stub.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4809,tensorflow-master/tensorflow/core/tfrt/stubs/tfrt_native_lowering_stub.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4810,tensorflow-master/tensorflow/core/tfrt/graph_executor/graph_executor.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4811,tensorflow-master/tensorflow/core/tfrt/graph_executor/graph_execution_options.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4812,tensorflow-master/tensorflow/lite/core/api/flatbuffer_conversions.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4813,tensorflow-master/tensorflow/core/tfrt/graph_executor/graph_executor.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4814,tensorflow-master/tensorflow/core/tfrt/graph_executor/graph_execution_options.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4815,tensorflow-master/tensorflow/core/tfrt/graph_executor/graph_executor_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4816,tensorflow-master/tensorflow/core/tfrt/graph_executor/executable_context.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4817,tensorflow-master/tensorflow/lite/core/api/flatbuffer_conversions.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4818,tensorflow-master/tensorflow/core/tfrt/fallback/fallback_state.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4819,tensorflow-master/tensorflow/lite/core/api/op_resolver_internal.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4820,tensorflow-master/tensorflow/core/tfrt/fallback/fallback_state.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4821,tensorflow-master/tensorflow/lite/core/api/op_resolver_internal_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4822,tensorflow-master/tensorflow/core/tfrt/fallback/op_kernel_runner.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4823,tensorflow-master/tensorflow/core/tfrt/fallback/op_kernel_runner.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4824,tensorflow-master/tensorflow/core/tfrt/fallback/fallback_state_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4825,tensorflow-master/tensorflow/core/ir/tests/tfg-opt-no-passes.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4826,tensorflow-master/tensorflow/core/ir/utility.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4827,tensorflow-master/tensorflow/core/ir/ops.td,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4828,tensorflow-master/tensorflow/core/ir/interfaces.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4829,tensorflow-master/tensorflow/lite/delegates/serialization.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4830,tensorflow-master/tensorflow/core/ir/ops.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4831,tensorflow-master/tensorflow/core/ir/utility.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4832,tensorflow-master/tensorflow/core/ir/ops_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4833,tensorflow-master/tensorflow/core/ir/types/attributes.td,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4834,tensorflow-master/tensorflow/core/ir/types/dialect.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4835,tensorflow-master/tensorflow/core/ir/types/types.def,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4836,tensorflow-master/tensorflow/core/ir/types/types.td,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4837,tensorflow-master/tensorflow/core/ir/types/dialect_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4838,tensorflow-master/tensorflow/core/ir/types/dialect.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4839,tensorflow-master/tensorflow/core/ir/types/dialect.td,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4840,tensorflow-master/tensorflow/core/ir/interfaces.td,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4841,tensorflow-master/tensorflow/core/ir/ops.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4842,tensorflow-master/tensorflow/core/ir/interfaces.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4843,tensorflow-master/tensorflow/core/ir/utility_test.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4844,tensorflow-master/tensorflow/core/ir/dialect.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4845,tensorflow-master/tensorflow/core/ir/importexport/load_proto.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4846,tensorflow-master/tensorflow/core/ir/importexport/convert_tensor.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4847,tensorflow-master/tensorflow/core/ir/importexport/tfg-translate.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4848,tensorflow-master/tensorflow/core/ir/importexport/mangling.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4849,tensorflow-master/tensorflow/core/ir/importexport/functiondef_export.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4850,tensorflow-master/tensorflow/core/ir/importexport/convert_types.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4851,tensorflow-master/tensorflow/core/ir/importexport/parse_text_proto.h,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
4852,tensorflow-master/tensorflow/core/ir/importexport/tests/roundtrip/roundtrip.cc,Copyright 2021 The TensorFlow Authors. All Rights Reserved.,0
