copyright,falsePositive
"Copyright (C) 2013 Red Hat, Inc. All Rights Reserved.",0
Copyright 2011-2016 Google Inc.,0
"Copyright (C) 2005 Red Hat, Inc., James Morris <jmorris@redhat.com>",0
"Copyright (C) 2006 Trusted Computer Solutions, Inc. <dgoeddel@trustedcs.com>",0
"Copyright (C) 2006 IBM Corporation, Timothy R. Chavez <tinytim@us.ibm.com>",0
Copyright (C) 2007 Casey Schaufler <casey@schaufler-ca.com>,0
Copyright (C) 2005-2011  NTT DATA CORPORATION,0
"Copyright (C) 2010 Canonical, Ltd.",0
Copyright (C) 2011 The Chromium OS Authors.,0
Copyright:	(C) MontaVista Software Inc.,0
Copyright 2006 Johannes Berg <johannes@sipsolutions.net>,0
Copyright (C) 2005-2009 Atmel Corporation,0
Copyright (c) by Jaroslav Kysela <perex@perex.cz>,0
Copyright (c) Ahmet İnan <ainan at mathematik.uni-freiburg.de>,0
Copyright (c) by Takashi Iwai <tiwai@suse.de>,0
Copyright (c) Jaroslav Kysela <perex@perex.cz>,0
Copyright (c) Clemens Ladisch <clemens@ladisch.de>,0
Copyright (c) 2015 Takashi Sakamoto <o-takashi@sakamocchi.jp>,0
Copyright 2003 Vivien Chappelier <vivien.chappelier@linux-mips.org>,0
Copyright 2008 Thomas Bogendoerfer <tsbogend@alpha.franken.de>,0
"Copyright 1999 Silicon Graphics, Inc.  All rights reserved.",0
"Copyright (C) 2004-2005, Kyle McMartin <kyle@parisc-linux.org>",0
"Copyright (C) 2005, Thibaut Varene <varenet@parisc-linux.org>",0
"Copyright 2006, 2007 Sony Corporation",0
"Copyright Adrian McMenamin 2005, 2006, 2007",0
Copyright 2005 Wolfson Microelectronics PLC.,0
Copyright 2005 Openedhand Ltd.,0
Copyright (C) 2010 Slimlogic Ltd.,0
Copyright (C) 2010 Texas Instruments Inc.,0
"Copyright (C) 2004, 2005 Martin Habets (mhabets@users.sourceforge.net)",0
Copyright (C) 1997 Rudolf Koenig (rfkoenig@immd4.informatik.uni-erlangen.de),0
"Copyright (C) 1998, 1999 Brent Baccala (baccala@freesoft.org)",0
Copyright (C) 2006-2007 Atmel Norway,0
Copyright (c) 2002 by Takashi Iwai <tiwai@suse.de>,0
Copyright (C) 2016 Intel Corp,0
"Copyright (C) Shailabh Nagar, IBM Corp. 2005",0
"Copyright (C) Balbir Singh, IBM Corp. 2006",0
"Copyright (c) Jay Lan, SGI. 2006",0
Copyright    2002 by Kai Germaschewski  <kai.germaschewski@gmx.de>,0
Copyright (C) Kirill A. Shutemov <kirill@shutemov.name>,0
Copyright (C) 2016 Linus Walleij,0
"Copyright (C) 2014, Microsoft, Inc.",0
Copyright (c) 2011-2012 Lars-Peter Clausen <lars@metafoo.de>,0
Copyright 2013 Daniel Borkmann <borkmann@redhat.com>,0
Copyright (C) 2015 Josh Poimboeuf <jpoimboe@redhat.com>,0
Copyright (C) 2017 Texas Instruments,0
Copyright (C) 2010 Samsung Electronics,0
Copyright (C) 2009 Intel corporation,0
"Copyright (C) 2012,2013 - ARM Ltd",0
Copyright (C) 2012 - Virtual Open Systems and Columbia University,0
Copyright (C) 2012-2015 - ARM Ltd,0
"Copyright (C) 2015 Red Hat, Inc.",0
Copyright (c) 2015 Linaro Ltd.,0
"Copyright (c) 2002, 2010, Oracle and/or its affiliates. All rights reserved.",0
"Copyright (c) 2011, 2015, Intel Corporation.",0
Copyright (C) 2009-2012 ST Microelectronics,0
Copyright (C) 2011 Texas Instruments Incorporated - http://www.ti.com,0
Copyright (c) 2008 Simtec Electronics,0
"Copyright (C) 2003  Lineo uSolutions, Inc.",0
Copyright (C) 2004 - 2006  Paul Mundt,0
Copyright (C) 2006  Nobuhiro Iwamatsu,0
"Copyright (C) 2009, Steven Rostedt <srostedt@redhat.com>",0
"Copyright (C) 2015 Anton Ivanov (aivanov@{brocade.com,kot-begemot.co.uk})",0
Copyright (C) 2015 Thomas Meyer (thomas@m3y3r.de),0
"Copyright (C) 2002 - 2007 Jeff Dike (jdike@{addtoit,linux.intel}.com)",0
"Copyright (C) 1995, 1996, 2003 by Ralf Baechle",0
"Copyright (C) 1995, 1996 Andreas Busse",0
"Copyright (C) 1995, 1996 Stoned Elipot",0
"Copyright (C) 1995, 1996 Paul M. Antoine.",0
Copyright (C) 2009       Zhang Le,0
Copyright (C) 2005 - 2011  Paul Mundt,0
Copyright (C) 2010  Matt Fleming,0
Copyright (C) 2005 - 2010  Paul Mundt,0
Copyright (C) 2005-2012  Jean Delvare <jdelvare@suse.de>,0
"Copyright (C) 2006  Yuan Mu (Winbond),",0
Copyright (C) 2010  Sheng-Yuan Huang (Nuvoton) (PS00),0
Copyright (C) 2003  Mark Studebaker,0
Copyright (c) 2015 Hisilicon Limited.,0
Copyright (C) Paul Mackerras 1997.,0
"Copyright (C) 2004, 2007-2010, 2011-2012 Synopsys, Inc. (www.synopsys.com)",0
Copyright:	(C) 2012-2013  Linaro Limited,0
Copyright (C) 2013 - 2017 Linaro Ltd <ard.biesheuvel@linaro.org>,0
Copyright 2004-2009 Analog Devices Inc.,0
"Copyright (C) 2009 Red Hat, Inc. All Rights Reserved.",0
Copyright (C) 1996 David S. Miller,0
"Copyright (C) 1997, 1998, 1999, 2000, 2001, 2002, 2003 Ralf Baechle",0
"Copyright (C) 1999, 2000 Silicon Graphics, Inc.",0
"Copyright (C) 2000 MIPS Technologies, Inc.",0
"Copyright (c) 2010-2012, The Linux Foundation. All rights reserved.",0
Copyright (C) 2007-2009 Geert Uytterhoeven,0
Copyright (C) 2007-2009 Michal Simek <monstr@monstr.eu>,0
Copyright (C) 2007-2009 PetaLogix,0
"Copyright (C) 2006 Atmark Techno, Inc.",0
Copyright (C) 2007 Felix Fietkau <nbd@openwrt.org>,0
Copyright (C) 2007 Eugene Konev <ejka@openwrt.org>,0
Copyright (C) 2009 Florian Fainelli <florian@openwrt.org>,0
"Copyright (C) 1989, 1992, 1993, 1994, 1995 Free Software Foundation, Inc.",0
Copyright (C) 2011 Tobias Klauser <tklauser@distanz.ch>,0
Copyright (C) 2003 Matjaz Breskvar <phoenix@bsemi.com>,0
Copyright (C) 2010-2011 Jonas Bonn <jonas@southpole.se>,0
"Copyright 2007 David Gibson, IBM Corporation.",0
"Copyright IBM Corp. 2005, 2007",0
"Copyright (C) 2009 Sunplus Core Technology Co., Ltd.",0
"Copyright (C) 2010 ALPHAPROJECT Co.,Ltd.",0
Copyright (C) 2008  Yoshihiro Shimoda,0
Copyright (C) 2009  Paul Mundt,0
Copyright 2012 Tilera Corporation. All Rights Reserved.,0
"Copyright (C) 2000, 2001 Jeff Dike (jdike@karaya.com)",0
Copyright (C) 2001-2010 GUAN Xue-tao,0
Copyright (C) 2005 Tensilica Inc.,0
Copyright (C) Samuel Thibault <samuel.thibault@ens-lyon.org>,0
"Copyright (C) 2016, Linaro Ltd.",0
"Copyright (C) 2003-2008, LINBIT Information Technologies GmbH.",0
"Copyright (C) 2003-2008, Philipp Reisner <philipp.reisner@linbit.com>.",0
"Copyright (C) 2003-2008, Lars Ellenberg <lars.ellenberg@linbit.com>.",0
"Copyright (C) 2004 Silicon Graphics, Inc.",0
Copyright (C) 2002-2003 Dave Jones,0
Copyright (C) 1999 Jeff Hartmann,0
"Copyright (C) 1999 Precision Insight, Inc.",0
"Copyright (C) 1999 Xi Graphics, Inc.",0
"Copyright (C) 2016 Atmel Corporation,",0
"Copyright (C) 2017 Free Electrons,",0
Copyright (c) 2008 Applied Micro Circuits Corporation.,0
"Copyright (c) 2016 Samsung Electronics Co., Ltd.",0
Copyright(c) 2007 - 2009 Intel Corporation.,0
Copyright (C) 2016 Lukas Wunner <lukas@wunner.de>,0
Copyright (C) 2012 Avionic Design GmbH,0
"Copyright (C) 2012-2013, NVIDIA Corporation",0
"Copyright (c) 2014-2016, Intel Corporation.",0
Copyright (C) 2013 Sebastian Reichel,0
Copyright (c) 2011 Ericsson AB.,0
Copyright (c) 2017 Linaro Limited. All rights reserved.,0
Copyright (C) 2000 Russell King,0
Copyright (c) 2017 Eva Rachel Retuya <eraretuya@gmail.com>,0
Copyright (c) 2016 Alexandre Belloni,0
"Copyright (c) 2005 by Tilman Schmidt <tilman@imap.cc>,",0
Copyright (C) 2005 Stelian Pop (stelian@popies.net),0
Copyright (C) 2006 Michael Hanselmann (linux-kernel@hansmi.ch),0
"Copyright 2016 Cisco Systems, Inc. and/or its affiliates. All rights reserved.",0
Copyright (C) 2014 NVIDIA CORPORATION.  All rights reserved.,0
Copyright (c) 2008 Rodolfo Giometti <giometti@linux.it>,0
Copyright (c) 2008 Eurotech S.p.A. <info@eurotech.it>,0
"Copyright © 2012 Micron Technology, Inc.",0
"Copyright (C) 2014, Broadcom Corporation",0
"Copyright (C) 2014-2016, Intel Corporation",0
Copyright(c) 2015 Intel Corporation. All rights reserved.,0
"Copyright (c) 2015-2016 HGST, a Western Digital Company.",0
Copyright (C) 2017 Martin Blumenstingl <martin.blumenstingl@googlemail.com>,0
Copyright (C) 2016 IBM Corp.,0
"Copyright (C) 2012 Google, Inc.",0
Copyright (C) 2014 Linaro Ltd.,0
Copyright (C) 2009   Alexander Gordeev <lasaine@lvk.cs.msu.su>,0
"Copyright 2014-2015 Integrated Device Technology, Inc.",0
Copyright 2014-2015 Prodrive Technologies,0
Copyright (C) 2014 Texas Instruments Incorporated,0
Copyright (c) 2016 Linaro Limited.,0
Copyright (c) 2015-2016 Hisilicon Limited.,0
"Copyright (c) 2000-2010 Adaptec, Inc.",0
"Copyright (C) 2007, 2008 Magnus Damm",0
"Copyright (C) 2009, 2010 Paul Mundt",0
"Copyright (c) 2017 BayLibre, SAS",0
Copyright (C) 2012 Renesas Solutions Corp.,0
Copyright (C) 2012 Kuninori Morimoto <kuninori.morimoto.gx@renesas.com>,0
"Copyright (c) 2015, Linaro Limited",0
Copyright (C) 2016 Martin Sperl,0
Copyright 2008-2011 Analog Devices Inc.,0
Copyright (C) 2006-2008 Barco N.V.,0
"Copyright 2010 Ion Beam Application, Inc.",0
Copyright (C) 2013 Fusion IO.  All rights reserved.,0
"Copyright (c) 2014, Primary Data, Inc. All rights reserved.",0
Copyright (C) 2004 Oracle.  All rights reserved.,0
"Copyright (c) 2016, Intel Corporation",0
"Copyright (C) 2015 Rockchip Electronics Co., Ltd.",0
Copyright (C) 2008-2009 Texas Instruments Inc,0
Copyright (C) 2011-2012  Intel Corporation,0
Copyright(c) 2007 Intel Corporation. All rights reserved.,0
"Copyright (C) 2016-2017 Synopsys, Inc. (www.synopsys.com)",0
"Copyright (c) 2005, 2006 Andrea Bittau <a.bittau@cs.ucl.ac.uk>",0
Copyright (c) 2006 Arnaldo Carvalho de Melo <acme@conectiva.com.br>,0
Copyright (c) 2015 Tom Herbert <tom@herbertland.com>,0
Copyright (C) 2013 Jozsef Kadlecsik <kadlec@blackhole.kfki.hu>,0
Copyright (C) 2012  Intel Corporation. All rights reserved.,0
COPYRIGHT (c) 2008,0
"Copyright (C) 1998 by the FundsXpress, INC.",0
Copyright(c) 2013 Intel Corporation.,0
Copyright 2009-2017 Canonical Ltd.,0
Copyright (C) 2005-2010 IBM Corporation,0
Copyright (C) 2006 International Business Machines Corp.,0
"Copyright (C) 2010 Politecnico di Torino, Italy",0
Copyright (C) 2010 NEC corporation,0
Copyright (C) 1997-2001  David Woodhouse,0
Copyright (C) 2001-2008  Stas Sergeev,0
Copyright (c) 2013-2014 Takashi Sakamoto,0
Copyright (C) 2014-2015 Intel Corp,0
Copyright (c) by Pavel Hofman <pavel.hofman@ivitera.com>,0
Copyright (C) 1998 Andrew Veliath,0
Copyright (c) by AudioScience Inc <support@audioscience.com>,0
"Copyright 2014-2015 Advanced Micro Devices, Inc.",0
Copyright (C) 2014 Mario Kicherer (dev@kicherer.org),0
"Copyright (c) 2014, Intel Corporation",0
Copyright (C) 2012 Intel Corporation. All rights reserved.,0
"Copyright (C) 2012 Hitachi, Ltd.",0
Copyright(c) 2015 EZchip Technologies.,0
"Copyright (C) 2017 Synopsys, Inc. (www.synopsys.com)",0
Copyright (C) 2007 - 2010  Paul Mundt,0
Copyright (c) 2010 Red Hat Inc.,0
Copyright (c) 2015 Lukas Wunner <lukas@wunner.de>,0
Copyright (C) 2010-2011 ST Microelectronics,0
Copyright (C) 2014 Intel Corporation,0
"Copyright 2008 - 2016 Freescale Semiconductor, Inc.",0
Copyright (c) 2011 Takashi Iwai <tiwai@suse.de>,0
"Copyright (C) 2014-15 Synopsys, Inc. (www.synopsys.com)",0
"Copyright (C) 2004, 2007-2010, 2011-2012 Synopsys, Inc. (www.synopsys.com)",0
"Copyright (C) 2013-15 Synopsys, Inc. (www.synopsys.com)",0
"Copyright (C) 2012 Synopsys, Inc. (www.synopsys.com)",0
Copyright (C) Abilis Systems 2012,0
Copyright (C) 2015 Linaro Ltd <ard.biesheuvel@linaro.org>,0
"Copyright (c) 2013, NVIDIA Corporation.",0
Copyright (C) 2011 ARM Ltd.,0
Copyright (c) 2017 Andreas Färber,0
Copyright (C) 2015 Annapurna Labs Ltd.,0
"Copyright (C) 2011 Atmel,",0
Copyright (C) 2012 LSI,0
Copyright (C) 2014 Broadcom Corporation,0
(c) Marvell International Ltd.,0
Copyright (C) 2010 Texas Instruments Incorporated. http://www.ti.com,0
"Copyright (C) 2010 CompuLab, Ltd.",0
Copyright (C) 1996-2000 Russell King.,0
Copyright (C) 2006 Lennert Buytenhek <buytenh@wantstofly.org>,0
"Copyright (c) 2011 Samsung Electronics Co., Ltd.",0
Copyright (C) 1998 Russell King.,0
Copyright (C) 1998 Phil Blundell,0
Copyright (C) 2010 Jason Wang <jason77.wang@gmail.com>,0
"Copyright (c) 2005-2006, Intel Corporation.",0
Copyright (C) 2007 Arnaud Patard <arnaud.patard@rtp-net.org>,0
Copyright (C) 2003 Intel Corp.,0
Copyright (C) 2002 Intel Corporation.,0
"Copyright (C) 2003-2004 MontaVista Software, Inc.",0
Copyright (C) 2015 Joachim Eastwood <manabian@gmail.com>,0
Copyright (C) 2010 NXP Semiconductors,0
Copyright (c) 2014 MundoReader S.L.,0
Copyright (C) 2014 Carlo Caione <carlo@caione.org>,0
"(C) Copyright 2013, Jonas Jensen <jonas.jensen@gmail.com>",0
Copyright (C) 2012 Marvell,0
"Copyright (c) 2005 Sascha Hauer <s.hauer@pengutronix.de>, Pengutronix",0
"Copyright STMicroelectronics, 2007.",0
Copyright (C) 2013 Daniel Tang <tangrs@tangrs.id.au>,0
Copyright (C) 2009 Janusz Krzysztofik,0
Copyright (c) 2006 Matt Callow,0
Copyright (c) 2004 Amstrad Plc,0
"Copyright (C) 2001 RidgeRun, Inc.",0
Copyright (C) 2009 Simon Guinot <sguinot@lacie.com>,0
Copyright (C) 2002 ARM Ltd.,0
"Copyright (c) 2011 Picochip Ltd., Jamie Iles",0
"Copyright (C) 2008, Jaya Kumar",0
"Copyright (c) 2010, Code Aurora Forum. All rights reserved.",0
Copyright (c) 2014 The Linux Foundation. All rights reserved.,0
Copyright (c) 2013 MundoReader S.L.,0
Copyright 1995-2001 Russell King,0
Copyright (c) 2005 Simtec Electronics,0
"Copyright (c) 2010 Samsung Electronics Co., Ltd.",0
Copyright (C) 2012-2015 Altera Corporation,0
Copyright (C) 2013 STMicroelectronics (R&D) Limited.,0
Copyright (C) Maxime Coquelin 2015,0
Copyright (C) 2013 Maxime Ripard,0
Copyright (C) 2012-2013 Allwinner Ltd.,0
Copyright (C) 2011 Marc Dietrich <marvin24@gmx.de>,0
"Copyright (C) 2010 Google, Inc.",0
Copyright (C) 2007-2012 ST-Ericsson SA,0
Copyright (C) 2008-2009 ST-Ericsson SA,0
Copyright (C) 2010 Secret Lab Technologies Ltd.,0
Copyright (C) 2009 Jeremy Kerr <jeremy.kerr@canonical.com>,0
Copyright (C) 2004 ARM Limited,0
Copyright (C) 2000 Deep Blue Solutions Ltd,0
Copyright (C) 2012 Tony Prisk <linux@prisktech.co.nz>,0
Copyright (c) 2008 Nuvoton technology corporation,0
Copyright (C) 2014 ZTE Corporation.,0
Copyright (C) 2011 Xilinx,0
Copyright (c) 2017 Shubham Bansal <illusionist.neo@gmail.com>,0
Copyright (c) 2011 Mircea Gherzan <mgherzan@gmail.com>,0
"Copyright © 2006, Intel Corporation.",0
Copyright (C) 2009 Texas Instruments,0
Copyright (C) 2010 Nokia Corporation,0
Copyright (C) 2007 Marvell Internation Ltd.,0
"Copyright (C) 2006, 2007 Motorola Inc.",0
"Copyright (c) 2015, Linaro Limited, Shannon Zhao",0
"Copyright (C) 2013-2014, Linaro Ltd.",0
Copyright (C) 2015 - Linaro Ltd,0
"Copyright (C) 2002-2003 Deep Blue Solutions Ltd, all rights reserved.",0
Copyright (C) 2012 ARM Ltd.,0
Copyright (C) 2014-2016 Zi Shen Lim <zlim.lnx@gmail.com>,0
"Copyright (C) 2004, 2009, 2010, 2011 Texas Instruments Incorporated",0
Copyright (C) 2000-2004 Russell King,0
Copyright (C) 2011 Texas Instruments Incorporated,0
"Copyright (c) 2010-2011, The Linux Foundation. All rights reserved.",0
"(c) Copyright 2006, 2007 Hewlett-Packard Development Company, L.P.",0
"(C) Copyright 2016, Angelo Dureghello <angelo@sysam.it>",0
Copyright (c) 2005 Petr Stehlik of ARAnyM dev team,0
Copyright (C) 1995  Hamish Macdonald,0
"Copyright (C) 2001, 2002, 2005, 2007, 2012 Imagination Technologies.",0
Copyright (C) 2010-2013 Imagination Technologies Ltd.,0
"Copyright (C) 2001, 2002, 2003, 2005, 2007, 2012 Imagination Technologies.",0
Copyright (C) 2010 Michal Simek <monstr@monstr.eu>,0
Copyright (C) 2010 PetaLogix,0
Copyright (C) 2005 John Williams <jwilliams@itee.uq.edu.au>,0
Copyright (C) 2001 Dan Malek (dmalek@jlc.net),0
Copyright (C) 2000 Russell King,0
Copyright (C) 2009 Michal Simek <monstr@monstr.eu>,0
Copyright (C) 2009 PetaLogix,0
Copyright (C) 1998 Gabriel Paubert.,0
Copyright (C) 2010 Wolfgang Grandegger <wg@denx.de>,0
"Copyright (C) 2003 Atheros Communications, Inc.,  All Rights Reserved.",0
"Copyright (C) 2006 FON Technology, SL.",0
Copyright (C) 2006 Imre Kaloz <kaloz@openwrt.org>,0
Copyright (C) 2006 Felix Fietkau <nbd@openwrt.org>,0
Copyright (C) 2012 Alexandros C. Couloumbis <alex@ozo.com>,0
Copyright (C) 2010-2011 Jaiganesh Narayanan <jnarayanan@atheros.com>,0
Copyright (C) 2011 Gabor Juhos <juhosg@openwrt.org>,0
Copyright (C) 2008 Maxime Bizon <mbizon@freebox.fr>,0
Copyright (C) 2014 Kevin Cernekee <cernekee@gmail.com>,0
"Copyright (C) 2009 Wind River Systems,",0
Copyright (C) 2007  Yoichi Yuasa <yuasa@linux-mips.org>,0
Copyright (c) 2005  Maciej W. Rozycki,0
Copyright (C) 2016 Imagination Technologies,0
"Copyright (c) 2009 Qi Hardware inc.,",0
Copyright (C) 2007 Ralf Baechle (ralf@linux-mips.org),0
"Copyright (C) 2012  MIPS Technologies, Inc.  All rights reserved.",0
Copyright (C) 2010 Thomas Langer <thomas.langer@lantiq.com>,0
Copyright (C) 2010 John Crispin <john@phrozen.org>,0
Copyright (C) 2007	Brian Murphy <brian@murphy.dk>,0
"Copyright (C) 2015 Imagination Technologies, Ltd.",0
Copyright (C) 2005-2007 Cavium Networks,0
"Copyright (C) 2007 MIPS Technologies, Inc.  All rights reserved.",0
Copyright (C) 2013 Imagination Technologies Ltd.,0
Copyright (c) 2014 Imagination Technologies Ltd.,0
"Copyright (C) 2013 Cavium, Inc.",0
"Copyright (C) 2014 Google, Inc.",0
Copyright (C) 2009 Lemote Inc.,0
Copyright (C) 2013 John Crispin <john@phrozen.org>,0
Copyright (C) 2007 Florian Fainelli <florian@openwrt.org>,0
"Copyright (C) 1999, 2000 Ralf Baechle (ralf@gnu.org)",0
"Copyright (C) 1999, 2000 Silicon Graphics, Inc.",0
Copyright (C) 1999 - 2001 Kanoj Sarcar,0
Copyright (C) 2006 Thomas Bogendoerfer (tsbogend@alpha.franken.de),0
Copyright (C) 2015 Imagination Technologies,0
"Copyright (C) 2010 Red Hat, Inc. All Rights Reserved.",0
Copyright (C) 2003  Paul Mundt,0
"Copyright (C) 2007 Red Hat, Inc. All Rights Reserved.",0
"Copyright (C) 2005 Red Hat, Inc. All Rights Reserved.",0
Copyright Altera Corporation (C) 2014. All rights reserved.,0
"Copyright (C) 2009, Wind River Systems Inc",0
Copyright (C) 2013 Altera Corporation,0
Copyright (C) 2011 Thomas Chou,0
Copyright (C) 2011 Walter Goossens,0
Copyright (C) 2010-2011 Jonas Bonn <jonas@southpole.se>,0
Copyright (C) 2003 Matjaz Breskvar <phoenix@bsemi.com>,0
Copyright (C) 1993 Linus Torvalds,0
Copyright (C) 1997 Martin Mares <mj@atrey.karlin.mff.cuni.cz>,0
Copyright (C) 2013 Helge Deller <deller@gmx.de>,0
Copyright (C) 2015 Helge Deller <deller@gmx.de>,0
Copyright (c) 2015 Markus Stockhausen <stockhausen@collogia.de>,0
Copyright (c) 1996 Paul Mackerras <paulus@cs.anu.edu.au>,0
"Copyright (c) 1998-1999 TiVo, Inc.",0
Copyright (c) 1999 Grant Erickson <grant@lcse.umn.edu>,0
"Copyright (c) 2001-2002 PPC64 team, IBM Corp",0
"Copyright (c) 2005 Benjamin Herrenschmidt, IBM Corp",0
Copyright (C) 2009. SUSE Linux Products GmbH. All rights reserved.,0
Copyright (C) 1995-1996 Gary Thomas (gdt@linuxppc.org),0
Copyright (C) 1996 Paul Mackerras,0
"Copyright (C) 1991, 1992, 1993, 1994  Linus Torvalds",0
"Copyright (C) 2005 Brian Rogan <bcr6@cornell.edu>, IBM",0
(C) Copyright IBM Deutschland Entwicklung GmbH 2006,0
"Copyright IBM Corp. 2008, 2011",0
"Copyright IBM Corp. 2012,2015",0
"Copyright (C) 2009 Sunplus Core Technology Co., Ltd.",0
"Copyright (C) IBM Corporation, 2004. All rights reserved",0
"Copyright (C) 2003  Richard Curnow, SuperH UK Limited",0
Copyright (C) 2006 Takashi YOSHII <takasi-y@ops.dti.ne.jp>,0
Copyright (C) 2009 ST Microelectronics,0
Copyright (C) 2009 - 2010 Paul Mundt,0
"Copyright (C) 2008, Intel Corp.",0
"Copyright (c) 2010, Intel Corporation.",0
Copyright (C) 1997 David S. Miller (davem@caip.rutgers.edu),0
Copyright (C) 1998 Peter Maydell (pmaydell@chiark.greenend.org.uk),0
"Copyright (C) 1997, 1999 Jakub Jelinek (jj@ultra.linux.cz)",0
Copyright (C) 1999 David S. Miller (davem@redhat.com),0
Copyright (C) 1995 David S. Miller (davem@caip.rutgers.edu),0
Copyright (C) 1996 Eddie C. Dost (ecd@skynet.be),0
Copyright (C) 1997 Jakub Jelinek (jj@sunsite.mff.cuni.cz),0
Copyright (C) 2013 Kirill V Tkhai (tkhai@yandex.ru),0
"Copyright (C) 2004 - 2007 Jeff Dike (jdike@{addtoit,linux.intel}.com)",0
Copyright (C) 2001-2010 GUAN Xue-tao,0
"Copyright (C) 1991, 1992 Linus Torvalds",0
Copyright (C) 2008 Thomas Gleixner <tglx@linutronix.de>,0
"Copyright (C) 2008-2009 Red Hat, Inc., Ingo Molnar",0
Copyright (C) 2009 Jaswinder Singh Rajput,0
"Copyright (C) 2009 Advanced Micro Devices, Inc., Robert Richter",0
"Copyright (C) 2008-2009 Red Hat, Inc., Peter Zijlstra",0
"Copyright (C) 2009 Intel Corporation, <markus.t.metzger@intel.com>",0
"Copyright (C) 2009 Google, Inc., Stephane Eranian",0
"Copyright (C) 2016, Microsoft, Inc.",0
"| Copyright (C) 1992,1993 Microsoft, Inc |",0
Copyright (C) 2011-2013 Eric Dumazet (eric.dumazet@gmail.com),0
"Internal BPF Copyright (c) 2011-2014 PLUMgrid, http://plumgrid.com",0
Copyright (c) 2007 Rafael J. Wysocki <rjw@sisk.pl>,0
Copyright (c) 2002 Pavel Machek <pavel@ucw.cz>,0
Copyright (c) 2001 Patrick Mochel <mochel@osdl.org>,0
Copyright (C) 2014 Red Hat Inc.,0
"Copyright (C) IBM Corporation, 2009",0
"Copyright (C) Hitachi, Ltd., 2011",0
"Copyright (C) 2002 - 2007 Jeff Dike (jdike@{addtoit,linux.intel}.com)",0
Copyright (C) 2007 Antonino Daplas <adaplas@gmail.com>,0
Copyright (C) 2001 - 2005 Tensilica Inc.,0
Copyright (C) 2001-2006 Tensilica Inc.,0
Copyright (C) 2015 Cadence Design Systems Inc.,0
"Copyright (C) 2000 - 2017, Intel Corp.",0
"Copyright (C) 2009, Intel Corp.",0
"Copyright (c) 2016, Intel Corporation.",0
Copyright (C) 2014 Intel Corporation. All rights reserved.,0
Copyright (C) 2017 Lukas Wunner <lukas@wunner.de>,0
"Copyright (c) 2011 Rafael J. Wysocki <rjw@sisk.pl>, Renesas Electronics Corp.",0
"Copyright (C) 2011 Micron Technology, Inc.",0
"Copyright (C) 2009 Integrated Device Technology, Inc.",0
(C) Copyright 2013 IBM Corporation,0
"Copyright (c) 2003-2004, Keir Fraser & Steve Hand",0
"Copyright (c) 2005, Christopher Clark",0
Copyright (C) 2014 Sergey Senozhatsky.,0
"Copyright 2005 (c) MontaVista Software, Inc.",0
(c) Copyright 2003 Red Hat Inc <jgarzik@redhat.com>,0
(c) Copyright 2001 Red Hat Inc,0
"Copyright 2000,2001 Jeff Garzik <jgarzik@pobox.com>",0
"Copyright 2000,2001 Philipp Rumpf <prumpf@mandrakesoft.com>",0
"Copyright (c) 2015-2016, IBM Corporation.",0
"(C) 2000,2001,2002,2003,2004 Omnikey AG",0
(C) 2005-2006 Harald Welte <laforge@gnumonks.org>,0
Copyright (C) 2004 IBM Corporation,0
Copyright (C) 2014 Intel Corporation,0
(c) Copyright 2003-2008 Xilinx Inc.,0
Copyright (C) 2016 Synopsys,0
Copyright (c) 2014 Marvell Technology Group Ltd.,0
"Copyright (c) 2015-2016 HiSilicon Technologies Co., Ltd.",0
Copyright (C) 2016-2017 Imagination Technologies,0
Copyright (c) 2013-2015 Imagination Technologies,0
Copyright (C) 2013 Texas Instruments.,0
"Copyright (c) 2012-2016 Zhang, Keguang <keguang.zhang@gmail.com>",0
Copyright (c) 2015 MediaTek Inc.,0
"Copyright (c) 2017 AmLogic, Inc.",0
Copyright (C) 2015 Microchip Technology Inc.  All rights reserved.,0
Copyright (C) 2016 Marvell,0
Copyright (C) 2014 Robert Jarzmik,0
"Copyright (c) 2015, The Linux Foundation. All rights reserved.",0
Copyright (C) 2013  Renesas Solutions Corp.,0
"Copyright (c) 2014 Samsung Electronics Co., Ltd.",0
"Copyright (c) 2015 Samsung Electronics Co., Ltd.",0
Copyright (C) 2015 Altera Corporation. All rights reserved,0
Copyright (C) 2012 ST Microelectronics,0
Copyright (C) ST-Microelectronics SA 2013,0
Copyright (c) 2017 Priit Laes <plaes@plaes.org>.,0
Copyright (c) 2017 Maxime Ripard.,0
Copyright (c) 2017 Jonathan Liu.,0
"Copyright (c) 2012, NVIDIA CORPORATION.  All rights reserved.",0
Copyright (C) 2016 Socionext Inc.,0
Copyright (C) 2012 ST-Ericsson SA,0
Copyright (C) 2012-2015 Linus Walleij,0
"Copyright (C) 2013, Intel Corporation",0
Copyright (C) 2012 - 2013 Xilinx,0
"Copyright (C) 2001, 2002 Andy Grover <andrew.grover@intel.com>",0
"Copyright (C) 2001, 2002 Paul Diefenbaugh <paul.s.diefenbaugh@intel.com>",0
"Copyright (C) 2004, 2005 Dominik Brodowski <linux@brodo.de>",0
(C) 2006-2007 Venkatesh Pallipadi <venkatesh.pallipadi@intel.com>,0
Copyright (C) 2014-2017  Axis Communications AB,0
Copyright 2016 Broadcom,0
Copyright 2016 NXP,0
"Copyright (C) 2013 Advanced Micro Devices, Inc.",0
