file_path,copyright,falsePositive
kubernetes-master/staging/src/k8s.io/api/admissionregistration/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/admission/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/batch/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/authorization/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/events/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/imagepolicy/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/imagepolicy/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/imagepolicy/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/imagepolicy/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apiserverinternal/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apiserverinternal/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apiserverinternal/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apiserverinternal/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/scheduling/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/coordination/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta2/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta2/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta2/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta2/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1beta2/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/apps/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1alpha1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/bootstraptoken/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/networking/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/kubeadm/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/kubeadm/v1beta3/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/kubeadm/v1beta3/zz_generated.conversion.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/kubeadm/v1beta3/zz_generated.defaults.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/discovery/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta3/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/kubeadm/v1beta4/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta3/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/kubeadm/v1beta4/zz_generated.conversion.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/kubeadm/v1beta4/zz_generated.defaults.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta3/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta3/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/output/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/output/v1alpha2/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/cmd/kubeadm/app/apis/output/v1alpha2/zz_generated.conversion.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta3/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1alpha1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta2/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta2/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta2/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta2/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/flowcontrol/v1beta2/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/core/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/core/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/core/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/core/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta2/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta2/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta2/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta2/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta2/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v2beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/autoscaling/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/policy/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/rbac/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1alpha1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/storage/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1alpha1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/certificates/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1beta1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1beta1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1beta1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1beta1/zz_generated.prerelease-lifecycle.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1beta1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1alpha1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1alpha1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1alpha1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1/generated.proto,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1/types_swagger_doc_generated.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/api/node/v1/generated.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/kube-controller-manager/config/v1alpha1/zz_generated.deepcopy.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/kms/apis/v2/api.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/kms/apis/v1beta1/api.pb.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/scheme/register.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/typed/example/v1/clustertesttype.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/typed/example/v1/example_client.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/typed/example/v1/fake/fake_testtype.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/typed/example/v1/fake/fake_clustertesttype.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/typed/example/v1/fake/fake_example_client.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/typed/example/v1/testtype.go,Copyright The Kubernetes Authors.,0
kubernetes-master/staging/src/k8s.io/code-generator/examples/MixedCase/clientset/versioned/typed/example/v1/generated_expansion.go,Copyright The Kubernetes Authors.,0
