copyright,falsePositive
© um tipo</translation> message> message> source>static plugin for module &quot;%1&quot; with name &quot;%2&quot; has no metadata URI</source> translation>plugin estático para o módulo &quot;%1&quot; com o nome &quot;%2&quot; não tem metadados URI</translation>,1
© definido mais de uma vez no módulo &quot;%4&quot;</translation> message> message> source>module &quot;%1&quot; version %2.%3 is not installed</source> translation>módulo &quot;%1&quot; versão %2.%3 não está instalado</translation> message> message>,1
© um objeto</translation> message> message> source>move: out of range</source> translation>move: fora da faixa</translation> message> message> source>append: value is not an object</source>,1
© um objeto</translation> message> message> source>set: value is not an object</source>,1
© um objeto</translation> message> message> source>set: index %1 out of range</source> translation>set: índice %1 fora da faixa</translation> message> message> source>ListElement: cannot contain nested elements</source> translation>ListEleme,1
© possível atribuir valor %1 para a propriedade %2</translation> message> message> source>Cannot set properties on %1 as it is null</source>,1
© possível definir propriedades em %1 pois ele é nulo</translation> message> message> source>Cannot assign an object to signal property %1</source>,1
© possível atribuir um objeto para sinalizar a propriedade %1</translation> message> message> source>Cannot assign object type %1 with no default method</source>,1
© possível atribuir tipo de objeto %1 com nenhum método padrão</translation> message> message> source>Cannot connect mismatched signal/slot %1 vs %2</source>,1
© possível conectar sinais/slots incompatíveis %1 versus %2</translation> message> message> source>Cannot assign object to interface property</source>,1
© possível atribuir objeto para a propriedade da interface</translation> message> message> source>Cannot assign object to read only list</source>,1
© possível atribuir objeto para lista somente leitura</translation> message> message> source>Cannot assign primitives to lists</source>,1
© possível atribuir primitivas para listas</translation> message> message> source>Unable to create object of type %1</source> translation>Não foi possível criar objeto do tipo %1</translation> message> message> source>Composite Singleton Type %1 is,1
© criável</translation> message> message> source>Cannot connect mismatched signal/slot %1 %vs. %2</source>,1
© possível conectar sinais/slots incompatíveis %1 % versus %2</translation> message> context> context> name>QQmlObjectModel</name> message> source>insert: index %1 out of range</source> translation>insert: índice %1 fora da faixa</translation> message>,1
© necessário após &apos;0%1&apos;</translation> message> message> source>At least one octal digit is required after &apos;0%1&apos;</source>,1
© necessário após &apos;0%1&apos;</translation> message> message> source>At least one binary digit is required after &apos;0%1&apos;</source>,1
© necessário após &apos;0%1&apos;</translation> message> message> source>Decimal numbers can&apos;t start with &apos;0&apos;</source> translation>Números decimais não podem começar com &apos;0&apos;</translation> message> message> source>Illegal,1
© possível atribuir um valor diretamente para uma propriedade agrupada</translation> message> message> source>Invalid use of namespace</source> translation>Uso inválido do espaço de nome</translation> message> message> source>Invalid attached objec,1
© uma propriedade somente leitura</translation> message> message> source>Cannot assign multiple values to a script property</source>,1
© possível atribuir vários valores para uma propriedade de script</translation> message> message> source>Cannot assign multiple values to a singular property</source>,1
© possível atribuir vários valores para uma propriedade singular</translation> message> message> source>Property has already been assigned a value</source> translation>Já foi atribuído um valor à propriedade</translation> message> message> source,1
© um tipo de valor</translation> message> message> source>Cannot assign to non-existent default property</source>,1
© possível atribuir a uma propriedade padrão inexistente</translation> message> message> source>Cannot assign to non-existent property &quot;%1&quot;</source>,1
© possível atribuir a uma propriedade inexistente &quot;%1&quot;</translation> message> message> source>Invalid use of id property with a value type</source> translation>Uso inválido da propriedade ID com um tipo de valor</translation> message> message>,1
© possível atribuir primitivas para listas</translation> message> message> source>Invalid property assignment: unknown enumeration</source> translation>Atribuição de propriedade inválida: enumeração desconhecida</translation> message> message> s,1
"© possível atribuir um objeto para uma lista de propriedades &quot;%1&quot;</translation> message> message> source>Cannot assign value of type &quot;%1&quot; to property &quot;%2&quot;, expecting &quot;%3&quot;</source>",1
"© possível atribuir um valor do tipo &quot;%1&quot; para a propriedade &quot;%2&quot;, esperando &quot;%3&quot;</translation> message> message> source>Cannot assign value of type &quot;%1&quot; to property &quot;%2&quot;, expecting an object</source>",1
"© possível atribuir um valor do tipo &quot;%1&quot; para a propriedade &quot;%2&quot;, esperando um objeto</translation> message> message> source>Invalid property assignment: script expected</source> translation>Atribuição de propriedade inválida: script esperado</tr",1
"© possível atribuir um valor do tipo &quot;%1&quot; para a propriedade &quot;%2&quot; pois o primeiro não é o mesmo que o último, nem uma subclasse dele.</translation> message> message> source>Cannot assign to property of unknown type &quot;%1&quot;.</source>",1
© possível atribuir para uma propriedade do tipo desconhecido &quot;%1&quot;.</translation> message> message> source>Cannot assign object to list</source> translation>Não foi possível atribuir o objeto à lista</translation> message> message> sourc,1
© possível atribuir objeto à propriedade</translation> message> context> context> name>QQmlRewrite</name> message> source>Signal uses unnamed parameter followed by named parameter.</source> translation>O sinal usa parâmetro sem nome seguido de parâmetro nomea,1
© criável.</translation> message> message> source>Element is not creatable.</source>,1
© criável.</translation> message> context> context> name>QQmlTypeLoader</name> message> source>Cannot update qmldir content for &apos;%1&apos;</source>,1
© possível atualizar o conteúdo do qmldir para &apos;%1&apos;</translation> message> message> source>File was compiled ahead of time with an incompatible version of Qt and the original file cannot be found. Please recompile</source> translation>O arquivo foi compilado,1
© uma classe abstrata</translation> message> message> source>Animator is an abstract class</source>,1
© uma classe abstrata</translation> message> context> context> name>QQuickAnchorAnimation</name> message> source>Cannot set a duration of &lt; 0</source>,1
© possível definir uma duração de &lt; 0</translation> message> context> context> name>QQuickAnchors</name> message> source>Possible anchor loop detected on fill.</source> translation>Possível loop de âncora detectado no preenchimento.</translation> me,1
© um pai ou irmão.</translation> message> message> source>Possible anchor loop detected on vertical anchor.</source> translation>Possível loop de âncora detectado na âncora vertical.</translation> message> message> source>Possible anchor loop dete,1
"© possível especificar as âncoras esquerda, direita e horizontalCenter ao mesmo tempo.</translation> message> message> source>Cannot anchor to a null item.</source> translation>Não pode ancorar a um item nulo.</translation> message> message> source",1
"© possível especificar as âncoras superior, inferior, e verticalCenter ao mesmo tempo.</translation> message> message> source>Baseline anchor cannot be used in conjunction with top, bottom, or verticalCenter anchors.</source> translation>A âncora de base não pode ser",1
© possível alterar a animação atribuída a um Behavior.</translation> message> context> context> name>QQuickEnterKeyAttached</name> message> source>EnterKey attached property only works with Items</source> translation>A propriedade anexada EnterKey só funcion,1
© uma propriedade write-once</translation> message> message> source>back is a write-once property</source>,1
© uma propriedade write-once</translation> message> context> context> name>QQuickItemView</name> message> source>Delegate must be of Item type</source> translation>Delegate deve ser do tipo Item</translation> message> message> source>ItemView,1
© uma classe base abstrata</translation> message> context> context> name>QQuickLayoutMirroringAttached</name> message> source>LayoutDirection attached property only works with Items and Windows</source> translation>A propriedade anexada LayoutDirection só funcio,1
© um objeto</translation> message> context> context> name>QQuickParentAnimation</name> message> source>Unable to preserve appearance under complex transform</source>,1
© possível preservar a aparência sob transformação complexa</translation> message> message> source>Unable to preserve appearance under non-uniform scale</source>,1
© possível preservar a aparência sob escala não uniforme</translation> message> message> source>Unable to preserve appearance under scale of 0</source>,1
© possível preservar a aparência sob escala de 0</translation> message> context> context> name>QQuickParentChange</name> message> source>Unable to preserve appearance under complex transform</source>,1
© possível preservar a aparência sob escala de 0</translation> message> context> context> name>QQuickPathAnimation</name> message> source>Cannot set a duration of &lt; 0</source>,1
© possível definir uma duração &lt; 0</translation> message> context> context> name>QQuickPathView</name> message> source>Delegate must be of Item type</source> translation>Delegate deve ser do tipo Item</translation> message> context> context> n,1
© possível definir uma duração &lt; 0</translation> message> context> context> name>QQuickPixmap</name> message> source>Error decoding: %1: %2</source> translation>Erro de decodificação: %1: %2</translation> message> message> source>Inval,1
© possível abrir %1</translation> message> message> source>Invalid image data: %1</source> translation>Dados da imagem inválidos: %1</translation> message> context> context> name>QQuickPropertyAnimation</name> message> source>Cannot set a du,1
© possível definir uma duração &lt; 0</translation> message> context> context> name>QQuickPropertyChanges</name> message> source>PropertyChanges does not support creating state-specific objects.</source> translation>O PropertyChanged não suporta a criação d,1
© possível atribuir à propriedade inexistente &quot;%1&quot;</translation> message> message> source>Cannot assign to read-only property &quot;%1&quot;</source>,1
© possível atribuir a propriedade somente leitura &quot;%1&quot;</translation> message> context> context> name>QQuickRepeater</name> message> source>Delegate must be of Item type</source> translation>Delegate deve ser do tipo Item</translation> message>,1
© provavelmente causado por não ter os drivers gráficos necessários instalados.,1
© possível atribuir um valor a um sinal (esperando um script ser executado)</translation> message> message> source>Incorrectly specified signal assignment</source> translation>atribuição de sinal especificada incorretamente</translation> message> context> con,1
© possível instalar %1 &apos;%2&apos; no módulo protegido &apos;%3&apos; versão &apos;%4&apos;</translation> message> message> source>Cannot install %1 &apos;%2&apos; into unregistered namespace &apos;%3&apos;</source>,1
© possível instalar %1 &apos;%2&apos; no espaço de nome não registrado &apos;%3&apos;</translation> message> message> source>Cannot install %1 &apos;%2&apos; into protected namespace &apos;%3&apos;</source>,1
© possível instalar %1 &apos;%2&apos; no espaço de nome protegido &apos;%3&apos;</translation> message> context> context> name>QInputMethod</name> message> source>InputMethod is an abstract class</source>,1
© uma classe abstrata</translation> message> context> context> name>QQmlAbstractDelegateComponent</name> message> source>Cannot create instance of abstract class AbstractDelegateComponent.</source>,1
© possível criar instância da classe abstrata AbstractDelegateComponent.</translation> message> context> context> name>QQuickAccessibleAttached</name> message> source>Accessible is only available via attached properties</source>,1
© uma classe abstrata</translation> message> context> context> name>QQuickDragAttached</name> message> source>Drag is only available via attached properties</source>,1
© possível criar instância da classe abstrata PaintedItem</translation> message> context> context> name>QQuickPointerHandler</name> message> source>PointerEvent is only available as a parameter of several signals in PointerHandler</source> translation>O Pointer,1
© uma classe base abstrata</translation> message> message> source>PointerScrollEvent is only available via the WheelHandler::wheel signal</source>,1
