file_path,copyright,falsePositive
tensorflow-master/tensorflow/lite/async/backend_async_kernel_interface.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/async/backend_async_kernel_interface_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/async/testing/mock_async_kernel.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/async/backend_async_kernel_interface.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/stablehlo/schema/schema.fbs,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/cmake/DownloadPThreadPool.cmake,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/configuration/c/stable_delegate.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/configuration/c/gpu_plugin.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/configuration/stable_delegate_plugin.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/configuration/build_defs.bzl,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/build_defs.bzl,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/c/BUILD,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/c/c_api.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/c/c_api_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/c/c_api.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/c/c_api_types.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/validator_runner_impl_opaque_delegate_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/validator_runner_impl.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/file_lock_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/benchmark_result_evaluator.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/blocking_validator_runner_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/benchmark_result_evaluator.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/file_lock.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/BUILD,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/custom_validation_embedder_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/embedder.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/embedder.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/validation_graph_builder.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/grafter.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/custom_validation_embedder.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/embedder_main.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/validation_graph_builder.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/custom_validation_embedder.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/model_modifier/grafter.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/file_lock.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/blocking_validator_runner.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/validator_runner_options.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/validator_runner_options.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/validator_runner_impl.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/validator_runner_impl_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/blocking_validator_runner.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/validator_runner_entrypoint.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/acceleration/mini_benchmark/constants.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/remat/metadata_util.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/remat/metadata_util_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/experimental/remat/metadata_util.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/ops/distributed_save_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/ops/from_list.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/kernel_tests/index_shuffle_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/kernel_tests/from_list_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/cmake/tensorflow-liteConfig.cmake.in,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/cmake/modules/Findgoogle_benchmark.cmake,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/kernel_tests/service/distributed_save_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/kernel_tests/service/cross_trainer_cache_ft_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/kernel_tests/service/cross_trainer_cache_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/cmake/modules/xnnpack/CMakeLists.txt,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/experimental/kernel_tests/pad_to_cardinality_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/optimize/quantize_weights_portable.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/from_tensor_slices_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/flat_map_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/prefetch_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/from_sparse_tensor_slices_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/concatenate_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/zip_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/range_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/interleave_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/choose_from_datasets_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/dataset_autograph.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/debug_mode.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/scan_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/unbatch_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/unique_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/iterator_autograph.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/cache_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/repeat_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/from_generator_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/sample_from_datasets_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/map_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/shard_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/from_tensors_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/snapshot_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/pip_package/Makefile,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/pip_package/Dockerfile.py3,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/pip_package/with_the_same_user,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/random_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/take_while_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/group_by_window_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/window_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/directed_interleave_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/batch_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/data/ops/filter_op.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/proto/delegate_performance.proto,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/proto/default_latency_criteria.textproto,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/models/mobilenet_v1_1.0_224_quant.textproto,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/models/mobilenet_v1_1.0_224.textproto,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/test/native/accuracy_benchmark_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/test/native/latency_benchmark_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/native/delegate_performance_benchmark_jni.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/native/status_codes.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/native/accuracy_benchmark.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/native/latency_benchmark.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/native/accuracy_benchmark.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/native/latency_benchmark.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/java/org/tensorflow/lite/benchmark/delegateperformance/CsvWriter.java,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/java/org/tensorflow/lite/benchmark/delegateperformance/TfLiteSettingsListEntry.java,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/java/org/tensorflow/lite/benchmark/delegateperformance/BenchmarkLatencyActivity.java,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/java/org/tensorflow/lite/benchmark/delegateperformance/DelegatePerformanceBenchmark.java,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/java/org/tensorflow/lite/benchmark/delegateperformance/BenchmarkAccuracyActivity.java,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/benchmark/experimental/delegate_performance/android/src/main/java/org/tensorflow/lite/benchmark/delegateperformance/BenchmarkResultType.java,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/experimental/stable_delegate/stable_delegate_provider_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/nnapi/nnapi_delegate_compatibility_checker_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/nnapi/nnapi_compatibility_lib_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/nnapi/nnapi_compatibility_lib.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/nnapi/nnapi_compatibility_lib.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/nnapi/nnapi_delegate_compatibility_checker.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/nnapi/nnapi_delegate_compatibility_checker.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/protos/compatibility_result.proto,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/common/delegate_compatibility_checker_base.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/common/online_helper_delegate.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/common/delegate_compatibility_checker_util.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/common/online_helper_delegate.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/common/delegate_compatibility_checker_base.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/gpu/gpu_delegate_compatibility_checker.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/gpu/gpu_delegate_compatibility_checker_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/delegates/compatibility/gpu/gpu_delegate_compatibility_checker.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/ios/build_evaluation_framework.sh,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/ios/TFLiteEvaluation/TFLiteEvaluation/AppDelegate.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/ios/TFLiteEvaluation/TFLiteEvaluation/AppDelegate.m,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/ios/TFLiteEvaluation/TFLiteEvaluation/EvaluationViewController.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/ios/TFLiteEvaluation/TFLiteEvaluation/main.m,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/ios/TFLiteEvaluation/TFLiteEvaluation/EvaluationViewController.mm,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/task_executor_c_api.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/tools/evaluation/tasks/task_executor_c_api.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/c/stable_delegate.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/c/gpu_plugin.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/stable_delegate_plugin.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/stable_delegate_plugin_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/gpu_plugin_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/testdata/configuration.old.fbs,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/training/saving/saveable_object_util_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/acceleration/configuration/stable_delegate_plugin.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/trackable/constants.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/trackable/converter.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/unsorted_segment_min_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/unsorted_segment.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/dynamic_update_slice_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/unidirectional_sequence_lstm_test_util.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/kernel_tests/math_ops/approx_topk_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/kernel_tests/nn_ops/depthwise_conv_op_d9m_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/unsorted_segment_prod_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/unsorted_segment_test.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/gather_nd_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/kernel_tests/nn_ops/depthwise_conv_op_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/reference/lstm_cell.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/reference/select.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/reference/integer_ops/lut.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/reduce_common.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/reduce_utils_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/avx2_quantization_utils_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/kernel_tests/linalg/slicing_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/kernel_tests/random/random_index_shuffle_test.py,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/reduce.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/avx2_quantization_utils.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/reduce_utils.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/optimized_ops_utils.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/integer_ops/lut.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/python/pywrap_dtensor_device.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/integer_ops/leaky_relu.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/tests/executable_manager_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/tests/layout_to_xla_sharding_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/tests/tensor_layout_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/tests/spmd_expander_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/tests/slice_util_test.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/proto/layout.proto,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/function_renaming.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/layout_parsing.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/propagate_device_id_to_function_args.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/op_utils.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/handle_cross_cluster_dependencies.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/sparse_expander.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/dtensor_mixed_precision_reduce.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/sparse_expander.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/propagate_default_layout.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/value_utils.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/lite/kernels/internal/optimized/integer_ops/sub.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/op_to_device_cluster.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/dtensor_allreduce_scatter_optimization.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/dtensor_dialect/ir/dtensor_dialect.td,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/dtensor_dialect/ir/dtensor_ops.td,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/dtensor_dialect/ir/dtensor_attributes.cc,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
tensorflow-master/tensorflow/dtensor/mlir/dtensor_dialect/ir/ops.h,Copyright 2022 The TensorFlow Authors. All Rights Reserved.,0
